10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,
10,23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,10,30,30,10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,23,10,
10,23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,10, 0, 0,10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,23,10,
10,23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,10, 0, 0,10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,23,10,
10,23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,10, 0, 0,10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,23,10,
10,23,30,30,30,30,30,30,30,30,30,30,30,10, 0, 0,10,30,30,30,30,30,30,30,30,30,30,30,23,10,
10,23,10,10,10,10,10,10,10,10,10,10,10,10, 0, 0,10,10,10,10,10,10,10,10,10,10,10,10,23,10,
10, 0,10,30,30,30,30,30,30,30,30,30,30,10, 0, 0,10,30,30,30,30,30,30,30,30,30,30,10, 0,10,
10, 0,10,30,23, 0, 0, 0, 0, 0, 0,22,30,10, 0, 0,10,30,20, 0, 0, 0, 0, 0, 0,23,30,10, 0,10,
10, 0,10,30, 0, 0, 0, 0, 0, 0, 0, 0,30,10, 0, 0,10,30, 0, 0, 0, 0, 0, 0, 0, 0,30,10, 0,10,
10, 0,10,30, 0, 0, 0, 0, 0, 0, 0, 0,30,10, 0, 0,10,30, 0, 0, 0, 0, 0, 0, 0,-2,30,10, 0,10,
10, 0,10,30, 0, 0, 0, 0, 0, 0, 0,21,30,10, 0, 0,10,30,21, 0, 0, 0, 0, 0, 0, 0,30,10, 0,10,
10,30,30,30,30,30,30,30,30,30,30,30,30,10, 0, 0,10,30,30,30,30,30,30,30,30,30,30,30,30,10,
10,10,10,10,10,10,10,10,10,10,10,10,10,10,21,21,10,10,10,10,10,10,10,10,10,10,10,10,10,10,
10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,30, 0, 0,20, 0, 0, 0,30, 0, 0, 0, 0, 0, 0, 0, 0,10,
10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,30,-1, 0,20, 0, 0, 0,30, 0, 0, 0, 0, 0, 0, 0, 0,10,
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,
10,30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,22,20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,30,10,
10,10,10,10,10,10,10,10,10,10,10,10,10,10, 0, 0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,
10, 0,30,30,30,30,30,30,30,30,30,30,30,10, 0, 0,10,30,30,30,30,30,30,30,30,30,30,30, 0,10,
10, 0,30, 0, 0, 0, 0, 0, 0, 0, 0, 0,30,10, 0, 0,10,30, 0, 0, 0, 0, 0, 0, 0, 0, 0,30, 0,10,
10, 0,30, 0, 0, 0, 0, 0, 0, 0, 0, 0,30,10, 0, 0,10,30, 0, 0, 0, 0, 0, 0, 0, 0, 0,30, 0,10,
10, 0,30, 0, 0,30, 0, 0,30, 0, 0, 0,30,10, 0, 0,10,30, 0, 0, 0,30,30,30,30, 0, 0,30, 0,10,
10, 0,30, 0, 0, 0,30,30, 0, 0, 0, 0,30,10, 0, 0,10,30, 0, 0, 0,30, 0, 0,30, 0, 0,30, 0,10,
10, 0,30, 0, 0, 0,30,30, 0, 0, 0, 0,30,10, 0, 0,10,30, 0, 0, 0,30, 0, 0,30, 0, 0,30, 0,10,
10, 0,30, 0, 0,30, 0, 0,30, 0, 0, 0,30,10, 0, 0,10,30, 0, 0, 0,30,30,30,30, 0, 0,30, 0,10,
10,20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,30,10, 0, 0,10,30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,22,10,
10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,30,10, 0, 0,10,30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,10,
10,30,30,30,30,30,30,30,30,30,30,30,30,10, 0, 0,10,30,30,30,30,30,30,30,30,30,30,30,30,10,
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,
